patch_id,class_label,rgb_path,ms_path,split
HerbaceousVegetation_1927,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1927.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1927.tif,test
HerbaceousVegetation_1928,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1928.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1928.tif,train
HerbaceousVegetation_1929,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1929.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1929.tif,test
HerbaceousVegetation_193,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_193.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_193.tif,train
HerbaceousVegetation_1930,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1930.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1930.tif,train
HerbaceousVegetation_1931,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1931.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1931.tif,train
HerbaceousVegetation_1932,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1932.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1932.tif,test
HerbaceousVegetation_1933,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1933.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1933.tif,train
HerbaceousVegetation_1934,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1934.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1934.tif,test
HerbaceousVegetation_1935,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1935.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1935.tif,train
HerbaceousVegetation_1936,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1936.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1936.tif,test
HerbaceousVegetation_1937,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1937.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1937.tif,train
HerbaceousVegetation_1938,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1938.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1938.tif,train
HerbaceousVegetation_1939,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1939.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1939.tif,train
HerbaceousVegetation_194,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_194.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_194.tif,test
HerbaceousVegetation_1940,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1940.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1940.tif,train
HerbaceousVegetation_1941,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1941.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1941.tif,test
HerbaceousVegetation_1942,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1942.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1942.tif,train
HerbaceousVegetation_1943,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1943.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1943.tif,train
HerbaceousVegetation_1944,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1944.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1944.tif,train
HerbaceousVegetation_1945,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1945.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1945.tif,train
HerbaceousVegetation_1946,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1946.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1946.tif,train
HerbaceousVegetation_1947,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1947.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1947.tif,train
HerbaceousVegetation_1948,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1948.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1948.tif,train
HerbaceousVegetation_1949,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1949.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1949.tif,train
HerbaceousVegetation_195,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_195.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_195.tif,train
HerbaceousVegetation_1950,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1950.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1950.tif,train
HerbaceousVegetation_1951,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1951.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1951.tif,test
HerbaceousVegetation_1952,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1952.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1952.tif,train
HerbaceousVegetation_1953,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1953.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1953.tif,train
HerbaceousVegetation_1954,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1954.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1954.tif,train
HerbaceousVegetation_1955,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1955.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1955.tif,train
HerbaceousVegetation_1956,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1956.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1956.tif,train
HerbaceousVegetation_1957,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1957.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1957.tif,train
HerbaceousVegetation_1958,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1958.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1958.tif,train
HerbaceousVegetation_1959,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1959.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1959.tif,train
HerbaceousVegetation_196,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_196.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_196.tif,test
HerbaceousVegetation_1960,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1960.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1960.tif,train
HerbaceousVegetation_1961,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1961.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1961.tif,train
HerbaceousVegetation_1962,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1962.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1962.tif,train
HerbaceousVegetation_1963,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1963.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1963.tif,train
HerbaceousVegetation_1964,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1964.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1964.tif,train
HerbaceousVegetation_1965,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1965.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1965.tif,test
HerbaceousVegetation_1966,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1966.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1966.tif,train
HerbaceousVegetation_1967,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1967.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1967.tif,train
HerbaceousVegetation_1968,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1968.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1968.tif,train
HerbaceousVegetation_1969,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1969.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1969.tif,test
HerbaceousVegetation_197,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_197.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_197.tif,train
HerbaceousVegetation_1970,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1970.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1970.tif,test
HerbaceousVegetation_1971,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1971.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1971.tif,train
HerbaceousVegetation_1972,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1972.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1972.tif,train
HerbaceousVegetation_1973,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1973.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1973.tif,test
HerbaceousVegetation_1974,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1974.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1974.tif,train
HerbaceousVegetation_1975,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1975.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1975.tif,train
HerbaceousVegetation_1976,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1976.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1976.tif,train
HerbaceousVegetation_1977,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1977.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1977.tif,train
HerbaceousVegetation_1978,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1978.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1978.tif,train
HerbaceousVegetation_1979,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1979.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1979.tif,train
HerbaceousVegetation_198,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_198.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_198.tif,test
HerbaceousVegetation_1980,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1980.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1980.tif,train
HerbaceousVegetation_1981,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1981.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1981.tif,test
HerbaceousVegetation_1982,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1982.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1982.tif,test
HerbaceousVegetation_1983,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1983.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1983.tif,train
HerbaceousVegetation_1984,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1984.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1984.tif,train
HerbaceousVegetation_1985,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1985.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1985.tif,train
HerbaceousVegetation_1986,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1986.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1986.tif,train
HerbaceousVegetation_1987,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1987.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1987.tif,test
HerbaceousVegetation_1988,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1988.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1988.tif,test
HerbaceousVegetation_1989,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1989.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1989.tif,train
HerbaceousVegetation_199,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_199.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_199.tif,train
HerbaceousVegetation_1990,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1990.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1990.tif,train
HerbaceousVegetation_1991,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1991.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1991.tif,test
HerbaceousVegetation_1992,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1992.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1992.tif,train
HerbaceousVegetation_1993,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1993.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1993.tif,test
HerbaceousVegetation_1994,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1994.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1994.tif,test
HerbaceousVegetation_1995,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1995.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1995.tif,train
HerbaceousVegetation_1996,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1996.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1996.tif,train
HerbaceousVegetation_1997,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1997.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1997.tif,train
HerbaceousVegetation_1998,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1998.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1998.tif,train
HerbaceousVegetation_1999,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_1999.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1999.tif,train
HerbaceousVegetation_2,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2.tif,train
HerbaceousVegetation_20,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_20.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_20.tif,train
HerbaceousVegetation_200,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_200.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_200.tif,train
HerbaceousVegetation_2000,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2000.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2000.tif,train
HerbaceousVegetation_2001,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2001.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2001.tif,train
HerbaceousVegetation_2002,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2002.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2002.tif,train
HerbaceousVegetation_2003,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2003.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2003.tif,train
HerbaceousVegetation_2004,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2004.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2004.tif,test
HerbaceousVegetation_2005,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2005.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2005.tif,train
HerbaceousVegetation_2006,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2006.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2006.tif,train
HerbaceousVegetation_2007,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2007.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2007.tif,train
HerbaceousVegetation_2008,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2008.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2008.tif,train
HerbaceousVegetation_2009,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2009.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2009.tif,train
HerbaceousVegetation_201,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_201.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_201.tif,train
HerbaceousVegetation_2010,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2010.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2010.tif,train
HerbaceousVegetation_2011,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2011.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2011.tif,train
HerbaceousVegetation_2012,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2012.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2012.tif,train
HerbaceousVegetation_2013,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2013.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2013.tif,test
HerbaceousVegetation_2014,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2014.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2014.tif,test
HerbaceousVegetation_2015,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2015.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2015.tif,train
HerbaceousVegetation_2016,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2016.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2016.tif,train
HerbaceousVegetation_2017,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2017.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2017.tif,train
HerbaceousVegetation_2018,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2018.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2018.tif,test
HerbaceousVegetation_2019,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2019.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2019.tif,train
HerbaceousVegetation_202,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_202.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_202.tif,train
HerbaceousVegetation_2020,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2020.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2020.tif,train
HerbaceousVegetation_2021,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2021.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2021.tif,test
HerbaceousVegetation_2022,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2022.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2022.tif,train
HerbaceousVegetation_2023,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2023.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2023.tif,train
HerbaceousVegetation_2024,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2024.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2024.tif,test
HerbaceousVegetation_2025,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2025.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2025.tif,test
HerbaceousVegetation_2026,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2026.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2026.tif,train
HerbaceousVegetation_2027,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2027.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2027.tif,train
HerbaceousVegetation_2028,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2028.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2028.tif,train
HerbaceousVegetation_2029,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2029.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2029.tif,train
HerbaceousVegetation_203,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_203.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_203.tif,test
HerbaceousVegetation_2030,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2030.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2030.tif,train
HerbaceousVegetation_2031,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2031.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2031.tif,train
HerbaceousVegetation_2032,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2032.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2032.tif,train
HerbaceousVegetation_2033,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2033.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2033.tif,train
HerbaceousVegetation_2034,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2034.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2034.tif,train
HerbaceousVegetation_2035,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2035.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2035.tif,train
HerbaceousVegetation_2036,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2036.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2036.tif,train
HerbaceousVegetation_2037,HerbaceousVegetation,datasets/EuroSAT_RGB/HerbaceousVegetation/HerbaceousVegetation_2037.jpg,datasets/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2037.tif,train
